id,id2,.metric,.estimator,.estimate,.config,model,alive_only,response,VNIR_only,normalization,derivative,imaging_date,dataset
Repeat3,Fold4,rsq,standard,0.5110243532513973,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold5,rmse,standard,26.87945802910234,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat3,Fold5,rsq,standard,0.8436833185338772,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold1,rmse,standard,11.709261865190884,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold1,rsq,standard,0.7642744611944071,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold2,rmse,standard,10.965462474197212,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold2,rsq,standard,0.8939774985960192,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold3,rmse,standard,13.495108366055124,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold3,rsq,standard,0.03537693948332059,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold4,rmse,standard,12.113509996263074,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold4,rsq,standard,0.4043849529061369,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold5,rmse,standard,14.985944903152692,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat4,Fold5,rsq,standard,0.5331607515005047,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold1,rmse,standard,13.859940562601285,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold1,rsq,standard,0.6394998357427543,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold2,rmse,standard,9.994711093516528,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold2,rsq,standard,0.6367945764322315,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold3,rmse,standard,11.785111338548804,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold3,rsq,standard,0.5785435802256983,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold4,rmse,standard,11.730637763549362,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold4,rsq,standard,0.6373630128010442,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold5,rmse,standard,10.576830301328892,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat5,Fold5,rsq,standard,0.839579700009301,Preprocessor1_Model1,PLSR,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold1,rmse,standard,16.201445272284573,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold1,rsq,standard,0.10369623323562639,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold2,rmse,standard,21.774661369092794,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold2,rsq,standard,0.06230195733756378,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold3,rmse,standard,12.917406796412887,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold3,rsq,standard,0.5707261004970646,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold4,rmse,standard,16.52754212371629,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold4,rsq,standard,0.47065225003693384,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold5,rmse,standard,15.447536906615788,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
Repeat1,Fold5,rsq,standard,0.5677254018744121,Preprocessor1_Model1,SVM,TRUE,reflectance_raw,VNIR only,Pu,None,2021-06-15,Full spectrum
