Timestamp,Target Temperature (°C),Actual Temperature (°C),Relative Humidity (%),Target Maximum Temperature (°C),Target Minimum Temperature (°C)
2020-05-07 03:19:04,15.1,15.8,60.0,21.0,15.0
2020-05-07 03:49:04,15.4,16.0,62.0,21.0,15.0
2020-05-07 04:19:04,15.4,16.0,62.0,21.0,15.0
2020-05-07 04:49:04,15.9,16.0,60.0,21.0,15.0
2020-05-07 05:19:04,15.9,16.5,57.0,21.0,15.0
2020-05-07 05:49:04,16.5,17.0,58.0,21.0,15.0
2020-05-07 06:19:04,16.5,18.0,59.0,21.0,15.0
2020-05-07 06:49:04,17.2,17.8,70.0,21.0,15.0
2020-05-07 07:19:04,17.2,18.4,72.0,21.0,15.0
2020-05-07 07:49:04,18.0,18.1,89.0,21.0,15.0
2020-05-07 08:19:04,18.0,18.5,93.0,21.0,15.0
2020-05-07 08:49:04,18.8,19.5,70.0,21.0,15.0
2020-05-07 09:19:04,18.8,18.6,84.0,21.0,15.0
2020-05-07 09:49:04,19.5,19.8,84.0,21.0,15.0
2020-05-07 10:19:04,19.5,20.9,63.0,21.0,15.0
2020-05-07 10:49:04,20.1,20.3,79.0,21.0,15.0
2020-05-07 11:19:04,20.1,20.8,65.0,21.0,15.0
2020-05-07 11:49:04,20.6,21.5,56.0,21.0,15.0
2020-05-07 12:19:04,20.6,20.4,69.0,21.0,15.0
2020-05-07 12:49:04,20.9,21.5,84.0,21.0,15.0
2020-05-07 13:19:04,20.9,21.8,65.0,21.0,15.0
2020-05-07 13:49:04,21.0,20.8,72.0,21.0,15.0
2020-05-07 14:19:04,21.0,22.5,57.0,21.0,15.0
2020-05-07 14:49:04,20.9,21.1,74.0,21.0,15.0
2020-05-07 15:19:04,20.9,21.1,58.0,21.0,15.0
2020-05-07 15:49:04,20.6,20.8,83.0,21.0,15.0
2020-05-07 16:19:04,20.6,21.1,91.0,21.0,15.0
2020-05-07 16:49:04,20.1,20.2,82.0,21.0,15.0
2020-05-07 17:19:04,20.1,21.2,63.0,21.0,15.0
2020-05-07 17:49:04,19.5,19.9,70.0,21.0,15.0
2020-05-07 18:19:04,19.5,20.3,62.0,21.0,15.0
2020-05-07 18:49:04,18.8,19.3,72.0,21.0,15.0
2020-05-07 19:19:04,18.8,18.9,74.0,21.0,15.0
2020-05-07 19:49:04,18.0,18.7,70.0,21.0,15.0
2020-05-07 20:19:04,18.0,19.0,67.0,21.0,15.0
2020-05-07 20:49:04,17.2,18.5,73.0,21.0,15.0
2020-05-07 21:19:04,17.2,17.6,78.0,21.0,15.0
2020-05-07 21:49:04,16.5,17.7,79.0,21.0,15.0
2020-05-07 22:19:04,16.5,17.5,79.0,21.0,15.0
2020-05-07 22:49:04,15.9,17.5,81.0,21.0,15.0
2020-05-07 23:19:04,15.9,17.4,80.0,21.0,15.0
2020-05-07 23:49:04,15.4,17.2,80.0,21.0,15.0
2020-05-08 00:19:04,15.4,17.0,80.0,21.0,15.0
2020-05-08 00:49:04,15.1,16.9,80.0,21.0,15.0
2020-05-08 01:19:04,15.1,16.8,80.0,21.0,15.0
2020-05-08 01:49:04,15.0,16.7,81.0,21.0,15.0
2020-05-08 02:19:04,15.0,16.6,80.0,21.0,15.0
2020-05-08 02:49:04,15.1,16.2,80.0,21.0,15.0
2020-05-08 03:19:04,15.1,16.1,81.0,21.0,15.0
2020-05-08 03:49:04,15.4,16.3,81.0,21.0,15.0
2020-05-08 04:19:04,15.4,16.5,82.0,21.0,15.0
2020-05-08 04:49:04,15.9,16.5,82.0,21.0,15.0
2020-05-08 05:19:04,15.9,16.0,81.0,21.0,15.0
2020-05-08 05:49:04,16.5,16.8,81.0,21.0,15.0
2020-05-08 06:19:04,16.5,17.0,79.0,21.0,15.0
2020-05-08 06:49:04,17.2,17.1,75.0,21.0,15.0
2020-05-08 07:19:04,17.2,18.6,69.0,21.0,15.0
2020-05-08 07:49:04,18.0,17.8,75.0,21.0,15.0
2020-05-08 08:19:04,18.0,18.4,75.0,21.0,15.0
2020-05-08 08:49:04,18.8,19.2,91.0,21.0,15.0
2020-05-08 09:19:04,18.8,18.8,92.0,21.0,15.0
2020-05-08 09:49:04,19.5,19.3,91.0,21.0,15.0
2020-05-08 10:19:04,19.5,20.2,92.0,21.0,15.0
2020-05-08 10:49:04,20.1,20.4,92.0,21.0,15.0
2020-05-08 11:19:04,20.1,20.8,89.0,21.0,15.0
2020-05-08 11:49:04,20.6,20.8,90.0,21.0,15.0
2020-05-08 12:19:04,20.6,21.2,86.0,21.0,15.0
2020-05-08 12:49:04,20.9,21.3,86.0,21.0,15.0
2020-05-08 13:19:04,20.9,21.1,77.0,21.0,15.0
2020-05-08 13:49:04,21.0,21.4,72.0,21.0,15.0
2020-05-08 14:19:04,21.0,22.2,54.0,21.0,15.0
2020-05-08 14:49:04,20.9,21.8,55.0,21.0,15.0
2020-05-08 15:19:04,20.9,20.7,76.0,21.0,15.0
2020-05-08 15:49:04,20.6,20.8,60.0,21.0,15.0
2020-05-08 16:19:04,20.6,20.3,63.0,21.0,15.0
2020-05-08 16:49:04,20.1,19.7,82.0,21.0,15.0
2020-05-08 17:19:04,20.1,21.0,63.0,21.0,15.0
2020-05-08 17:49:04,19.5,19.6,67.0,21.0,15.0
2020-05-08 18:19:04,19.5,20.2,67.0,21.0,15.0
2020-05-08 18:49:04,18.8,19.5,61.0,21.0,15.0
2020-05-08 19:19:04,18.8,20.2,55.0,21.0,15.0
2020-05-08 19:49:04,18.0,18.6,74.0,21.0,15.0
2020-05-08 20:19:04,18.0,18.0,76.0,21.0,15.0
2020-05-08 20:49:04,17.2,17.7,75.0,21.0,15.0
2020-05-08 21:19:04,17.2,17.9,74.0,21.0,15.0
2020-05-08 21:49:04,16.5,17.8,71.0,21.0,15.0
2020-05-08 22:19:04,16.5,17.5,69.0,21.0,15.0
2020-05-08 22:49:04,15.9,16.7,76.0,21.0,15.0
2020-05-08 23:19:04,15.9,16.3,80.0,21.0,15.0
2020-05-08 23:49:04,15.4,16.5,81.0,21.0,15.0
2020-05-09 00:19:04,15.4,16.5,80.0,21.0,15.0
2020-05-09 00:49:04,15.1,16.4,77.0,21.0,15.0
2020-05-09 01:19:04,15.1,16.2,74.0,21.0,15.0
2020-05-09 01:49:04,15.0,16.2,74.0,21.0,15.0
2020-05-09 02:19:04,15.0,16.4,74.0,21.0,15.0
2020-05-09 02:49:04,15.1,16.4,72.0,21.0,15.0
2020-05-09 03:19:04,15.1,16.1,70.0,21.0,15.0
2020-05-09 03:49:04,15.4,15.3,67.0,21.0,15.0
2020-05-09 04:19:04,15.4,15.3,66.0,21.0,15.0
2020-05-09 04:49:04,15.9,16.3,65.0,21.0,15.0
2020-05-09 05:19:04,15.9,15.7,60.0,21.0,15.0
2020-05-09 05:49:04,16.5,16.7,63.0,21.0,15.0
2020-05-09 06:19:04,16.5,16.8,60.0,21.0,15.0
2020-05-09 06:49:04,17.2,16.8,63.0,21.0,15.0
2020-05-09 07:19:04,17.2,17.3,54.0,21.0,15.0
2020-05-09 07:49:04,18.0,18.4,56.0,21.0,15.0
2020-05-09 08:19:04,18.0,19.3,46.0,21.0,15.0
2020-05-09 08:49:04,18.8,18.8,86.0,21.0,15.0
2020-05-09 09:19:04,18.8,19.2,90.0,21.0,15.0
2020-05-09 09:49:04,19.5,19.3,73.0,21.0,15.0
2020-05-09 10:19:04,19.5,19.8,85.0,21.0,15.0
2020-05-09 10:49:04,20.1,20.6,89.0,21.0,15.0
2020-05-09 11:19:04,20.1,20.2,60.0,21.0,15.0
2020-05-09 11:49:04,20.6,20.5,63.0,21.0,15.0
2020-05-09 12:19:04,20.6,20.5,61.0,21.0,15.0
2020-05-09 12:49:04,20.9,21.6,87.0,21.0,15.0
2020-05-09 13:19:04,20.9,20.8,77.0,21.0,15.0
2020-05-09 13:49:04,21.0,20.8,80.0,21.0,15.0
2020-05-09 14:19:04,21.0,21.6,88.0,21.0,15.0
2020-05-09 14:49:04,20.9,21.1,63.0,21.0,15.0
2020-05-09 15:19:04,20.9,20.6,60.0,21.0,15.0
2020-05-09 15:49:04,20.6,21.1,51.0,21.0,15.0
2020-05-09 16:19:04,20.6,20.3,71.0,21.0,15.0
2020-05-09 16:49:04,20.1,20.8,93.0,21.0,15.0
2020-05-09 17:19:04,20.1,20.3,93.0,21.0,15.0
2020-05-09 17:49:04,19.5,19.9,45.0,21.0,15.0
2020-05-09 18:19:04,19.5,19.6,51.0,21.0,15.0
2020-05-09 18:49:04,18.8,18.5,47.0,21.0,15.0
2020-05-09 19:19:04,18.8,19.4,51.0,21.0,15.0
2020-05-09 19:49:04,18.0,17.8,50.0,21.0,15.0
2020-05-09 20:19:04,18.0,18.2,48.0,21.0,15.0
2020-05-09 20:49:04,17.2,17.3,50.0,21.0,15.0
2020-05-09 21:19:04,17.2,17.9,52.0,21.0,15.0
2020-05-09 21:49:04,16.5,16.8,53.0,21.0,15.0
2020-05-09 22:19:04,16.5,16.6,55.0,21.0,15.0
2020-05-09 22:49:04,15.9,16.4,57.0,21.0,15.0
2020-05-09 23:19:04,15.9,15.8,58.0,21.0,15.0
2020-05-09 23:49:04,15.4,16.2,56.0,21.0,15.0
2020-05-10 00:19:04,15.4,16.1,57.0,21.0,15.0
2020-05-10 00:49:04,15.1,15.7,59.0,21.0,15.0
2020-05-10 01:19:04,15.1,15.3,60.0,21.0,15.0
2020-05-10 01:49:04,15.0,15.3,59.0,21.0,15.0
2020-05-10 02:19:04,15.0,15.5,59.0,21.0,15.0
2020-05-10 02:49:04,15.1,15.1,60.0,21.0,15.0
2020-05-10 03:19:04,15.1,15.1,58.0,21.0,15.0
2020-05-10 03:49:04,15.4,15.6,60.0,21.0,15.0
2020-05-10 04:19:04,15.4,15.3,56.0,21.0,15.0
2020-05-10 04:49:04,15.9,16.0,59.0,21.0,15.0
2020-05-10 05:19:04,15.9,15.7,59.0,21.0,15.0
2020-05-10 05:49:04,16.5,16.5,59.0,21.0,15.0
2020-05-10 06:19:04,16.5,17.1,59.0,21.0,15.0
2020-05-10 06:49:04,17.2,17.4,61.0,21.0,15.0
2020-05-10 07:19:04,17.2,17.8,62.0,21.0,15.0
2020-05-10 07:49:04,18.0,17.9,61.0,21.0,15.0
2020-05-10 08:19:04,18.0,17.8,56.0,21.0,15.0
2020-05-10 08:49:04,18.8,19.2,88.0,21.0,15.0
2020-05-10 09:19:04,18.8,18.5,86.0,21.0,15.0
2020-05-10 09:49:04,19.5,18.8,86.0,21.0,15.0
2020-05-10 10:19:04,19.5,19.6,91.0,21.0,15.0
2020-05-10 10:49:04,20.1,19.9,80.0,21.0,15.0
2020-05-10 11:19:04,20.1,20.3,89.0,21.0,15.0
2020-05-10 11:49:04,20.6,20.4,76.0,21.0,15.0
2020-05-10 12:19:04,20.6,21.1,86.0,21.0,15.0
2020-05-10 12:49:04,20.9,20.7,74.0,21.0,15.0
2020-05-10 13:19:04,20.9,21.6,82.0,21.0,15.0
2020-05-10 13:49:04,21.0,21.2,79.0,21.0,15.0
2020-05-10 14:19:04,21.0,21.4,52.0,21.0,15.0
2020-05-10 14:49:04,20.9,21.7,51.0,21.0,15.0
2020-05-10 15:19:04,20.9,21.3,50.0,21.0,15.0
2020-05-10 15:49:04,20.6,20.6,50.0,21.0,15.0
2020-05-10 16:19:04,20.6,20.4,61.0,21.0,15.0
2020-05-10 16:49:04,20.1,19.5,82.0,21.0,15.0
2020-05-10 17:19:04,20.1,19.7,79.0,21.0,15.0
2020-05-10 17:49:04,19.5,19.7,55.0,21.0,15.0
2020-05-10 18:19:04,19.5,20.0,57.0,21.0,15.0
2020-05-10 18:49:04,18.8,18.7,55.0,21.0,15.0
2020-05-10 19:19:04,18.8,18.4,52.0,21.0,15.0
2020-05-10 19:49:04,18.0,17.6,55.0,21.0,15.0
2020-05-10 20:19:04,18.0,18.6,56.0,21.0,15.0
2020-05-10 20:49:04,17.2,17.2,56.0,21.0,15.0
2020-05-10 21:19:04,17.2,17.9,59.0,21.0,15.0
2020-05-10 21:49:04,16.5,16.6,57.0,21.0,15.0
2020-05-10 22:19:04,16.5,17.1,59.0,21.0,15.0
2020-05-10 22:49:04,15.9,16.5,59.0,21.0,15.0
2020-05-10 23:19:04,15.9,16.2,62.0,21.0,15.0
2020-05-10 23:49:04,15.4,16.3,58.0,21.0,15.0
2020-05-11 00:19:04,15.4,15.9,59.0,21.0,15.0
2020-05-11 00:49:04,15.1,16.1,59.0,21.0,15.0
2020-05-11 01:19:04,15.1,16.1,59.0,21.0,15.0
2020-05-11 01:49:04,15.0,16.2,59.0,21.0,15.0
2020-05-11 02:19:04,15.0,16.1,59.0,21.0,15.0
2020-05-11 02:49:04,15.1,16.3,59.0,21.0,15.0
2020-05-11 03:19:04,15.1,16.0,60.0,21.0,15.0
2020-05-11 03:49:04,15.4,15.4,63.0,21.0,15.0
2020-05-11 04:19:04,15.4,15.5,62.0,21.0,15.0
2020-05-11 04:49:04,15.9,15.9,64.0,21.0,15.0
2020-05-11 05:19:04,15.9,15.9,60.0,21.0,15.0
2020-05-11 05:49:04,16.5,16.5,62.0,21.0,15.0
2020-05-11 06:19:04,16.5,16.3,58.0,21.0,15.0
2020-05-11 06:49:04,17.2,17.1,62.0,21.0,15.0
2020-05-11 07:19:04,17.2,17.3,56.0,21.0,15.0
2020-05-11 07:49:04,18.0,18.1,59.0,21.0,15.0
2020-05-11 08:19:04,18.0,18.8,53.0,21.0,15.0
2020-05-11 08:49:04,18.8,19.0,87.0,21.0,15.0
2020-05-11 09:19:04,18.8,18.7,84.0,21.0,15.0
2020-05-11 09:49:04,19.5,19.2,80.0,21.0,15.0
2020-05-11 10:19:04,19.5,20.0,90.0,21.0,15.0
2020-05-11 10:49:04,20.1,19.8,75.0,21.0,15.0
2020-05-11 11:19:04,20.1,20.2,77.0,21.0,15.0
2020-05-11 11:49:04,20.6,20.7,64.0,21.0,15.0
2020-05-11 12:19:04,20.6,20.4,57.0,21.0,15.0
2020-05-11 12:49:04,20.9,20.9,55.0,21.0,15.0
2020-05-11 13:19:04,20.9,21.3,75.0,21.0,15.0
2020-05-11 13:49:04,21.0,20.8,53.0,21.0,15.0
2020-05-11 14:19:04,21.0,21.0,53.0,21.0,15.0
2020-05-11 14:49:04,20.9,20.7,50.0,21.0,15.0
2020-05-11 15:19:04,20.9,21.3,49.0,21.0,15.0
2020-05-11 15:49:04,20.6,21.1,54.0,21.0,15.0
2020-05-11 16:19:04,20.6,20.8,88.0,21.0,15.0
2020-05-11 16:49:04,20.1,20.3,91.0,21.0,15.0
2020-05-11 17:19:04,20.1,19.6,88.0,21.0,15.0
2020-05-11 17:49:04,19.5,20.5,47.0,21.0,15.0
2020-05-11 18:19:04,19.5,19.4,52.0,21.0,15.0
2020-05-11 18:49:04,18.8,18.7,48.0,21.0,15.0
2020-05-11 19:19:04,18.8,19.4,52.0,21.0,15.0
2020-05-11 19:49:04,18.0,17.9,52.0,21.0,15.0
2020-05-11 20:19:04,18.0,17.9,50.0,21.0,15.0
2020-05-11 20:49:04,17.2,17.5,50.0,21.0,15.0
2020-05-11 21:19:04,17.2,17.2,51.0,21.0,15.0
2020-05-11 21:49:04,16.5,17.4,49.0,21.0,15.0
2020-05-11 22:19:04,16.5,17.3,50.0,21.0,15.0
2020-05-11 22:49:04,15.9,15.8,65.0,21.0,15.0
2020-05-11 23:19:04,15.9,16.2,62.0,21.0,15.0
2020-05-11 23:49:04,15.4,16.7,50.0,21.0,15.0
2020-05-12 00:19:04,15.4,15.2,66.0,21.0,15.0
2020-05-12 00:49:04,15.1,15.1,61.0,21.0,15.0
2020-05-12 01:19:04,15.1,16.5,48.0,21.0,15.0
2020-05-12 01:49:04,15.0,14.9,66.0,21.0,15.0
2020-05-12 02:19:04,15.0,15.3,64.0,21.0,15.0
2020-05-12 02:49:04,15.1,15.8,54.0,21.0,15.0
2020-05-12 03:19:04,15.1,16.3,51.0,21.0,15.0
2020-05-12 03:49:04,15.4,15.9,50.0,21.0,15.0
2020-05-12 04:19:04,15.4,16.1,49.0,21.0,15.0
2020-05-12 04:49:04,15.9,15.7,50.0,21.0,15.0
2020-05-12 05:19:04,15.9,16.5,53.0,21.0,15.0
2020-05-12 05:49:04,16.5,16.5,52.0,21.0,15.0
2020-05-12 06:19:04,16.5,17.0,48.0,21.0,15.0
2020-05-12 06:49:04,17.2,17.5,50.0,21.0,15.0
2020-05-12 07:19:04,17.2,18.1,44.0,21.0,15.0
2020-05-12 07:49:04,18.0,18.0,46.0,21.0,15.0
2020-05-12 08:19:04,18.0,18.9,42.0,21.0,15.0
2020-05-12 08:49:04,18.8,18.2,86.0,21.0,15.0
2020-05-12 09:19:04,18.8,18.6,54.0,21.0,15.0
2020-05-12 09:49:04,19.5,19.9,58.0,21.0,15.0
2020-05-12 10:19:04,19.5,19.7,51.0,21.0,15.0
2020-05-12 10:49:04,20.1,21.7,47.0,21.0,15.0
2020-05-12 11:19:04,20.1,23.8,73.0,21.0,15.0
2020-05-12 11:49:04,20.6,21.9,60.0,21.0,15.0
2020-05-12 12:19:04,20.6,20.9,78.0,21.0,15.0
2020-05-12 12:49:04,20.9,20.8,56.0,21.0,15.0
2020-05-12 13:19:04,20.9,22.0,41.0,21.0,15.0
2020-05-12 13:49:04,21.0,21.6,51.0,21.0,15.0
2020-05-12 14:19:04,21.0,21.7,79.0,21.0,15.0
2020-05-12 14:49:04,20.9,21.4,45.0,21.0,15.0
2020-05-12 15:19:04,20.9,21.9,43.0,21.0,15.0
2020-05-12 15:49:04,20.6,22.0,46.0,21.0,15.0
2020-05-12 16:19:04,20.6,20.6,74.0,21.0,15.0
2020-05-12 16:49:04,20.1,20.0,77.0,21.0,15.0
2020-05-12 17:19:04,20.1,21.6,51.0,21.0,15.0
2020-05-12 17:49:04,19.5,19.3,69.0,21.0,15.0
2020-05-12 18:19:04,19.5,19.3,64.0,21.0,15.0
2020-05-12 18:49:04,18.8,19.3,64.0,21.0,15.0
2020-05-12 19:19:04,18.8,19.2,65.0,21.0,15.0
2020-05-12 19:49:04,18.0,18.4,64.0,21.0,15.0
2020-05-12 20:19:04,18.0,18.4,64.0,21.0,15.0
2020-05-12 20:49:04,17.2,18.0,60.0,21.0,15.0
2020-05-12 21:19:04,17.2,17.3,63.0,21.0,15.0
2020-05-12 21:49:04,16.5,17.0,63.0,21.0,15.0
2020-05-12 22:19:04,16.5,16.6,64.0,21.0,15.0
2020-05-12 22:49:04,15.9,16.8,63.0,21.0,15.0
2020-05-12 23:19:04,15.9,16.4,63.0,21.0,15.0
2020-05-12 23:49:04,15.4,16.6,62.0,21.0,15.0
2020-05-13 00:19:04,15.4,15.9,65.0,21.0,15.0
2020-05-13 00:49:04,15.1,15.8,65.0,21.0,15.0
2020-05-13 01:19:04,15.1,15.3,69.0,21.0,15.0
2020-05-13 01:49:04,15.0,15.3,68.0,21.0,15.0
2020-05-13 02:19:04,15.0,15.5,67.0,21.0,15.0
2020-05-13 02:49:04,15.1,15.0,65.0,21.0,15.0
2020-05-13 03:19:04,15.1,15.4,61.0,21.0,15.0
2020-05-13 03:49:04,15.4,15.5,62.0,21.0,15.0
2020-05-13 04:19:04,15.4,15.2,59.0,21.0,15.0
2020-05-13 04:49:04,15.9,15.9,62.0,21.0,15.0
2020-05-13 05:19:04,15.9,16.4,63.0,21.0,15.0
2020-05-13 05:49:04,16.5,16.6,63.0,21.0,15.0
2020-05-13 06:19:04,16.5,16.8,63.0,21.0,15.0
2020-05-13 06:49:04,17.2,16.9,63.0,21.0,15.0
2020-05-13 07:19:04,17.2,17.3,63.0,21.0,15.0
2020-05-13 07:49:04,18.0,18.4,63.0,21.0,15.0
2020-05-13 08:19:04,18.0,18.4,54.0,21.0,15.0
2020-05-13 08:49:04,18.8,19.2,77.0,21.0,15.0
2020-05-13 09:19:04,18.8,19.3,90.0,21.0,15.0
2020-05-13 09:49:04,19.5,20.2,94.0,21.0,15.0
2020-05-13 10:19:04,19.5,19.4,81.0,21.0,15.0
2020-05-13 10:49:04,20.1,20.8,86.0,21.0,15.0
2020-05-13 11:19:04,20.1,20.7,78.0,21.0,15.0
2020-05-13 11:49:04,20.6,20.7,66.0,21.0,15.0
2020-05-13 12:19:04,20.6,20.0,66.0,21.0,15.0
2020-05-13 12:49:04,20.9,20.3,73.0,21.0,15.0
2020-05-13 13:19:04,20.9,20.8,81.0,21.0,15.0
2020-05-13 13:49:04,21.0,21.3,73.0,21.0,15.0
2020-05-13 14:19:04,21.0,20.8,59.0,21.0,15.0
2020-05-13 14:49:04,20.9,20.2,74.0,21.0,15.0
2020-05-13 15:19:04,20.9,19.9,80.0,21.0,15.0
2020-05-13 15:49:04,20.6,19.6,83.0,21.0,15.0
2020-05-13 16:19:04,20.6,19.6,87.0,21.0,15.0
2020-05-13 16:49:04,20.1,19.3,88.0,21.0,15.0
2020-05-13 17:19:04,20.1,20.7,91.0,21.0,15.0
2020-05-13 17:49:04,19.5,19.6,82.0,21.0,15.0
2020-05-13 18:19:04,19.5,19.2,63.0,21.0,15.0
2020-05-13 18:49:04,18.8,18.4,48.0,21.0,15.0
2020-05-13 19:19:04,18.8,19.4,52.0,21.0,15.0
2020-05-13 19:49:04,18.0,17.7,50.0,21.0,15.0
2020-05-13 20:19:04,18.0,17.7,44.0,21.0,15.0
2020-05-13 20:49:04,17.2,17.3,48.0,21.0,15.0
2020-05-13 21:19:04,17.2,17.8,53.0,21.0,15.0
2020-05-13 21:49:04,16.5,16.4,51.0,21.0,15.0
2020-05-13 22:19:04,16.5,17.1,51.0,21.0,15.0
2020-05-13 22:49:04,15.9,16.1,49.0,21.0,15.0
2020-05-13 23:19:04,15.9,15.9,51.0,21.0,15.0
2020-05-13 23:49:04,15.4,16.0,50.0,21.0,15.0
2020-05-14 00:19:04,15.4,15.6,51.0,21.0,15.0
2020-05-14 00:49:04,15.1,15.7,51.0,21.0,15.0
2020-05-14 01:19:04,15.1,15.5,51.0,21.0,15.0
2020-05-14 01:49:04,15.0,16.0,50.0,21.0,15.0
2020-05-14 02:19:04,15.0,15.7,52.0,21.0,15.0
2020-05-14 02:49:04,15.1,15.3,53.0,21.0,15.0
2020-05-14 03:19:04,15.1,14.9,52.0,21.0,15.0
2020-05-14 03:49:04,15.4,15.9,54.0,21.0,15.0
2020-05-14 04:19:04,15.4,15.5,51.0,21.0,15.0
2020-05-14 04:49:04,15.9,16.0,55.0,21.0,15.0
2020-05-14 05:19:04,15.9,15.9,49.0,21.0,15.0
2020-05-14 05:49:04,16.5,16.4,51.0,21.0,15.0
2020-05-14 06:19:04,16.5,16.3,48.0,21.0,15.0
2020-05-14 06:49:04,17.2,16.9,53.0,21.0,15.0
2020-05-14 07:19:04,17.2,17.6,45.0,21.0,15.0
2020-05-14 07:49:04,18.0,18.2,49.0,21.0,15.0
2020-05-14 08:19:04,18.0,18.7,36.0,21.0,15.0
2020-05-14 08:49:04,18.8,18.5,78.0,21.0,15.0
2020-05-14 09:19:04,18.8,18.5,81.0,21.0,15.0
2020-05-14 09:49:04,19.5,19.8,88.0,21.0,15.0
2020-05-14 10:19:04,19.5,19.4,64.0,21.0,15.0
2020-05-14 10:49:04,20.1,20.0,70.0,21.0,15.0
2020-05-14 11:19:04,20.1,19.8,57.0,21.0,15.0
2020-05-14 11:49:04,20.6,20.3,60.0,21.0,15.0
2020-05-14 12:19:04,20.6,20.3,63.0,21.0,15.0
2020-05-14 12:49:04,20.9,20.6,66.0,21.0,15.0
2020-05-14 13:19:04,20.9,20.8,73.0,21.0,15.0
2020-05-14 13:49:04,21.0,21.3,77.0,21.0,15.0
2020-05-14 14:19:04,21.0,21.4,77.0,21.0,15.0
2020-05-14 14:49:04,20.9,20.4,58.0,21.0,15.0
2020-05-14 15:19:04,20.9,20.1,70.0,21.0,15.0
2020-05-14 15:49:04,20.6,19.7,78.0,21.0,15.0
2020-05-14 16:19:04,20.6,19.5,82.0,21.0,15.0
2020-05-14 16:49:04,20.1,19.3,86.0,21.0,15.0
2020-05-14 17:19:04,20.1,20.4,91.0,21.0,15.0
2020-05-14 17:49:04,19.5,19.0,65.0,21.0,15.0
2020-05-14 18:19:04,19.5,20.1,64.0,21.0,15.0
2020-05-14 18:49:04,18.8,18.4,47.0,21.0,15.0
2020-05-14 19:19:04,18.8,19.2,51.0,21.0,15.0
2020-05-14 19:49:04,18.0,17.4,44.0,21.0,15.0
2020-05-14 20:19:04,18.0,18.5,48.0,21.0,15.0
2020-05-14 20:49:04,17.2,16.8,44.0,21.0,15.0
2020-05-14 21:19:04,17.2,17.9,48.0,21.0,15.0
2020-05-14 21:49:04,16.5,17.2,46.0,21.0,15.0
2020-05-14 22:19:04,16.5,16.6,47.0,21.0,15.0
2020-05-14 22:49:04,15.9,15.6,44.0,21.0,15.0
2020-05-14 23:19:04,15.9,16.3,46.0,21.0,15.0
2020-05-14 23:49:04,15.4,16.1,48.0,21.0,15.0
2020-05-15 00:19:04,15.4,15.4,47.0,21.0,15.0
2020-05-15 00:49:04,15.1,15.1,45.0,21.0,15.0
2020-05-15 01:19:04,15.1,15.1,47.0,21.0,15.0
2020-05-15 01:49:04,15.0,15.0,45.0,21.0,15.0
2020-05-15 02:19:04,15.0,15.5,47.0,21.0,15.0
2020-05-15 02:49:04,15.1,15.0,47.0,21.0,15.0
2020-05-15 03:19:04,15.1,15.5,45.0,21.0,15.0
2020-05-15 03:49:04,15.4,15.3,47.0,21.0,15.0
2020-05-15 04:19:04,15.4,15.9,46.0,21.0,15.0
2020-05-15 04:49:04,15.9,15.6,47.0,21.0,15.0
2020-05-15 05:19:04,15.9,15.9,42.0,21.0,15.0
2020-05-15 05:49:04,16.5,16.3,48.0,21.0,15.0
2020-05-15 06:19:04,16.5,16.8,43.0,21.0,15.0
2020-05-15 06:49:04,17.2,16.7,48.0,21.0,15.0
2020-05-15 07:19:04,17.2,17.9,48.0,21.0,15.0
2020-05-15 07:49:04,18.0,17.4,45.0,21.0,15.0
2020-05-15 08:19:04,18.0,18.3,38.0,21.0,15.0
2020-05-15 08:49:04,18.8,18.7,82.0,21.0,15.0
2020-05-15 09:19:04,18.8,19.2,83.0,21.0,15.0
2020-05-15 09:49:04,19.5,19.3,67.0,21.0,15.0
2020-05-15 10:19:04,19.5,19.9,75.0,21.0,15.0
2020-05-15 10:49:04,20.1,20.6,72.0,21.0,15.0
2020-05-15 11:19:04,20.1,20.0,46.0,21.0,15.0
2020-05-15 11:49:04,20.6,20.5,48.0,21.0,15.0
2020-05-15 12:19:04,20.6,21.3,73.0,21.0,15.0
2020-05-15 12:49:04,20.9,21.1,46.0,21.0,15.0
2020-05-15 13:19:04,20.9,21.2,41.0,21.0,15.0
2020-05-15 13:49:04,21.0,21.3,41.0,21.0,15.0
2020-05-15 14:19:04,21.0,21.6,52.0,21.0,15.0
2020-05-15 14:49:04,20.9,21.6,41.0,21.0,15.0
2020-05-15 15:19:04,20.9,21.1,42.0,21.0,15.0
2020-05-15 15:49:04,20.6,20.9,44.0,21.0,15.0
2020-05-15 16:19:04,20.6,20.8,50.0,21.0,15.0
2020-05-15 16:49:04,20.1,19.6,67.0,21.0,15.0
2020-05-15 17:19:04,20.1,20.3,84.0,21.0,15.0
2020-05-15 17:49:04,19.5,19.1,50.0,21.0,15.0
2020-05-15 18:19:04,19.5,20.0,49.0,21.0,15.0
2020-05-15 18:49:04,18.8,19.3,49.0,21.0,15.0
2020-05-15 19:19:04,18.8,18.3,48.0,21.0,15.0
2020-05-15 19:49:04,18.0,17.6,43.0,21.0,15.0
2020-05-15 20:19:04,18.0,18.5,42.0,21.0,15.0
2020-05-15 20:49:04,17.2,17.5,38.0,21.0,15.0
2020-05-15 21:19:04,17.2,17.6,44.0,21.0,15.0
2020-05-15 21:49:04,16.5,16.4,39.0,21.0,15.0
